title,summary,body,url
"Con engaños, ayudan a escapar un retenido de la sede de la Policía en Medellín",El hecho ocurrió en la mañana del miércoles y la Policía solo se dio cuenta a las 5:00 p.m.," Una nueva fuga de un detenido se registró en Medellín, esta vez no de una cárcel sino de las propias instalaciones de la Sijin (barrio Caribe), donde el protagonista fue ayudado por el que sería un falso patrullero de la Policía. Según el informe oficial, a la sede policial llegó el miércoles 23 de marzo, en horas de la mañana -10:00 a.m.-, un hombre vestido de civil y quien se identificó como agente de la Policía con una cédula a nombre de Juan Camilo Valencia Castañeda. Este ciudadano se presentó a la Sala de Retenidos y dijo que requería al capturado de nombre Santiago Osorio Castaño, de 25 años, con la misión de llevarlo a una audiencia a realizarse en el Grupo de Automotores, que queda en las mismas instalaciones del barrio Caribe. Ante la petición, se autorizó la salida del capturado de la sala de retenidos. Hacia las 5:00 de la tarde del mismo miércoles, la Sijin se percató de que el retenido Osorio Castaño -que había sido capturado el 24 de agosto de 2021 acusado de los delitos de concurso homogéneo, estafa agravada, abuso de confianza calificada y clave procesal- se había fugado del lugar. Lo curioso del hecho es que fue otro capturado quien dio la alerta sobre la fuga, según reconoció la Policía en su informe del caso. El fin de semana también se dio la fuga de un interno del penal de mediana seguridad de Itagüí, el cual volvió a prisión 24 horas después al parecer porque él mismo se entregó, mientras que el Inpec aseguró que fueron sus guardias quienes lo buscaron hasta recapturarlo en el sector de Calatrava, del mismo municipio.",https://www.elcolombiano.com/antioquia/seguridad/se-fugo-un-retenido-de-las-instalaciones-de-la-policia-en-medellin-HH17018924
Recuerde: este viernes el pico y placa aplica para los números 2 y 0,En las primeras horas de este viernes la movilidad es fluida en la mayoría de los corredores viales del Aburrá.," Este viernes 9 de septiembre, el pico y placa aplica en Medellín rige para los vehículos particulares con placas finalizadas en 2 y 0 y para motocicletas cuyo primer dígito sean estos mismos números. La medida rige en los diez municipios del Valle de Aburrá. Los conductores que no cumplan con esta restricción se exponen a ser sancionados con una multa de $499.500 y el vehículo o la moto pueden ser inmovilizados por parte de los agentes de las secretarías de movilidad de toda la jurisdicción metropolitana. Según datos de la Secretaría de Movilidad de Medellín, en la ciudad son 90 mil los conductores que a diario están evadiendo la norma. Evite hacerlo para no correr el riesgo de ser sancionado. Recuerde los horarios: los vehículos y motos de 2 y 4 tiempos a los que les aplica la medida no podrán circular de 5:00 de la mañana a 8:00 de la noche y están exentos los carros particulares y oficiales tipo moto, mototriciclo, tricimoto y ciclomotor de dos y cuatro tiempos destinados a la entrega de domicilios o mensajería, siempre y cuando tengan el permiso para hacerlo. En cuanto los taxis, la medida aplica este viernes para los vehículos de este tipo terminados en placa número 8. Las vías exentas de la medida por las que puede circular son la autopista Sur, la avenida Regional, la vía Las Palmas, las laterales de la quebrada La Iguaná y los cinco corregimientos en Medellín, la autopista Medellín - Bogotá y la vía Pajarito - San Pedro de los Milagros en Bello. En la avenida Regional, en Envigado, rige la restricción, pero en la autopista sur, en Itagüí, fue levantada desde el pasado 1 de septiembre. En cuanto a la movilidad en esta madrugada, la Secretaría de Movilidad de Medellín registra congestiones en la Autopista Sur a la altura de Suramericana y Carlos E. Restrepo, por alto flujo vehicular.",https://www.elcolombiano.com/antioquia/pico-y-placa-en-medellin-viernes-9-de-septiembre-2022-MF18599674
Que no lo multen: este viernes el pico y placa rige para los dígitos 2 y 0 en el Valle de Aburrá,La sanción por incumplir la medida es de $499.500 y la inmovilización del vehículo.," Los conductores de vehículos particulares cuyas placas terminan en 2 y 0 y las motocicletas cuyo primer dígito sean estos mismos números no podrán circular este viernes entre las 5:00 de la mañana y las 8:00 de la noche por la restricción del pico y placa, que rige en los diez municipios del Valle de Aburrá. Esta medida también aplica para los taxis, pero para los vehículos con placa finalizada en 2. Rige en los mismos horarios, entre 5:00 a.m. y 8:00 de la noche, según la Secretaría de Movilidad de Medellín. Recordemos que hay vías exentas para esta medida como las del Sistema Vial del Río (autopista Sur y avenida Regional) en Bello, Medellín e Itagüí; la vía a Las Palmas y la avenida 33 desde el Sistema Vial del Río; la autopista Norte hasta la glorieta de Niquía, en Bello, y las vías que están paralelas a la quebrada La Iguaná y su conexión hacia el túnel de Occidente. La sanción para quienes incumplan esta medida es de $499.500, además de la inmovilización del vehículo por parte de las autoridades de movilidad de cada uno de los municipios. Esta mañana se reportan dificultades en la movilidad en la autopista Norte en sentido norte - sur por alto flujo vehicular en los sectores Carlos E. Restrepo y Suramericana. También se presenta alto flujo vehicular en la autopista Sur entre la calle 33 y la calle 30 y en la avenida Paralela a la altura de la quebrada Tinajas, sentido norte - sur por alto flujo vehicular. En los demás sectores de Medellín la movilidad es fluida y sin dificultades. Recuerde que si sufre un choque simple, es decir sin heridos ni víctimas, los dos involucrados deben retirar sus vehículos para no frenar la movilidad, pues de no hacerlo serán sancionados con multas por los agentes de tránsito.",https://www.elcolombiano.com/antioquia/pico-y-placa-medellin-hoy-7-octubre-2022-NA18817758
¿Ya revisó? Este es el pico y placa que rige hoy en Medellín y el Valle de Aburrá,"Para motos y carros particulares, la restricción es para los dígitos 6 y 3."," El pico y placa para lunes 24 de octubre en Medellín y los demás municipios del Valle de Aburrá rige para los dígitos 6 y 3. La restricción, en el caso de los vehículos particulares, aplicará con base en el último número de la placa; para las motos de dos y cuatro tiempos, con base en el primero. Las vías exentas para circular son la Regional (Medellín y Bello), la autopista Sur (Medellín e Itagüí), la vía Las Palmas y su conexión con el Sistema Vial del Río por la avenida 33, los corredores paralelos a la quebrada La Iguaná (como ruta de acceso al túnel de Occidente), la autopista Norte (desde la glorieta de Niquía hacia el norte) y la vía a San Pedro (por el corregimiento San Félix) son corredores habilitados para transitar. En el caso del servicio de taxis, el pico y placa será para las placas que terminen en 3, según la Secretaría de Movilidad de Medellín. Ahora bien, ¿de cuánto es la sanción si infringe el pico y placa en Medellín y el Valle de Aburrá? Incumplir con la restricción podría acarrear el pago de un monto equivalente a los $499.500, además de la inmovilización del vehículo o moto, dependiendo de la particularidad de cada caso. Con el fin de semana lluvioso, el tráfico en Medellín ha estado complejo durante la mañana de este lunes. En la Autopista Norte, a la altura de Toscana, la movilidad está reducida por la caída de un árbol sobre la vía. En la calle 10 con la carrera 43 A, en El Poblado, también hay dificultades en la movilidad por un accidente de tránsito.",https://www.elcolombiano.com/antioquia/pico-y-placa-medellin-hoy-lunes-24-de-octubre-2022-LE18943800
En Barbosa “celebran” con bombas los cuatro años de un deslizamiento ,La emergencia ocurrió un tramo de la vía que lleva al municipio de Santo Domingo," En el norte del Valle de Aburrá, una comunidad celebró con bombas y pancartas los cuatro años de un deslizamiento de tierra que afectó la vía Barbosa - Santo Domingo y que a pesar del tiempo no ha sido intervenido y sigue generando riesgo. La singular protesta se realizó este sábado ante el desespero de la comunidad del sector Molino Viejo, sitio de la emergencia, porque su clamor para que la situación se solucione no ha sido atendido y en la zona ha habido varios accidentes y también filtraciones de aguas que están afectando las casas del sector. “Acá cada que llueve se viene un lodazal a la carretera, todos estamos perjudicados, el lodo llega hasta las casas y hay familias que ya han desalojado”, expresó un ciudadano de nombre Alejandro, líder de la zona. John Restrepo, conductor de un camión, expresó al medio local Faceta 5, que por tenerse que arrimar a la montaña una rama de un árbol le quebró el vidrio delantero. Dijo que viaja tres veces por semana por el sitio “y está en muy mal estado todo el tramo”. Añadió que “por el punto del lodazal hay que pasar con maña para no ir a hacer un daño o a atropellar una persona”. Juan Sánchez, otro conductor, manifestó que en los cuatro años que lleva el daño, las afectaciones han sido muchas, “es la primera vez que veo que le ponen cintas, hay que arreglar este problema”, expuso. A las bombas de colores, colgadas en un poste con un cartel que dice “Tristes 4 años” y otros con las frases “peligro inminente” y “quién responde”, los manifestantes le sumaron una operación de limpieza del sitio, sacaron la tierra y el lodo de la vía, pero afirman que el lugar tiene que ser intervenido a fondo, pues en cada aguacero seguirá cayendo lodo y generando riesgo para los vehículos y los residentes.",https://www.elcolombiano.com/antioquia/movilidad/en-barbosa-celebran-con-bombas-4-de-anos-de-un-deslizamiento-JH18868919
Así fue la persecución para capturar a dos fleteros en Rionegro,Desde el centro de monitoreo y control se coordinó la operación policial," La Policía de Rionegro, en una larga persecución por varias vías de la zona urbana, logró capturar a dos presuntos asaltantes momentos después de que fueran sorprendidos cometiendo un caso de fleteo. El atraco se produjo en el sector La Galería, cuando los dos sujetos, a bordo de una moto, se acercan a una camioneta y luego de intimidar con un arma traumática a una pareja que iba a bordo de la misma, logran su objetivo de hurtarles sus pertenencias, al parecer dinero que habían acabado de retirar de un banco. Los dos atracadores no contaban con que todo el asalto era visto desde el centro de monitoreo y control de la localidad (CMC), el cual está conectado a la Policía, que de inmediato inició una persecución por las calles hasta lograr interceptarlos. Carlos Andrés García, secretario de Gobierno de Rionegro, destacó la labor de la Policía, para lo cual el centro de vigilancia con cámaras y pantallas fue clave en el éxito de la operación. “Son dos delincuentes menos que son sacados de las calles tratando de atracar a la gente”, comentó el funcionario, quien recomendó a los ciudadanos tomar medidas de autocuidado a la hora de retirar grandes sumas de dinero de las corporaciones o asistir a establecimientos comerciales. En el video se aprecia cómo los fleteros se cruzan semáforos en rojo en los sectores de La Somer y Jumbo, hasta que los uniformados logran su captura en el sector La Batea. Se les incauta un arma y son dejados a órdenes de la Fiscalía.",https://www.elcolombiano.com/antioquia/seguridad/en-video-quedo-registrada-la-persecucion-y-captura-de-dos-fleteros-en-rionegro-AC17268679
¡Pilas! Desde este miércoles hay cierres viales en la Aguacatala por obras del Metroplús,"El cierre, del que no se indicó fecha de reapertura, se hará para intervenir las redes de servicios públicos aledañas."," A partir de este miércoles 12 de octubre se hará el cierre total de la Avenida 80 (carrera 50 FF) con la calle 12 Sur, sector de la Aguacatala, para avanzar en el traslado de redes subterráneas de las obras que Metroplús realiza. Así lo anunció la entidad en sus redes sociales. De acuerdo a las indicaciones brindadas por Metroplús, los conductores que transitan por la Avenida 80 hacia el suroriente (El Poblado) deberán girar hacia la carrera 51* (hacia Guayabal) donde los vehículos girarán en U para tomar la calzada sur de la calle 12 Sur (la canalización hacia el oriente) y empalmar con su recorrido actual. Para más información, Metroplús habilitó sus cuentas de redes sociales donde brindarán mayores orientaciones a quienes lo necesiten.",https://www.elcolombiano.com/antioquia/cierres-viales-en-obras-de-metroplus-en-la-aguacatala-CF18843652
Ofrecen $120 millones de recompensa por triple homicidio en Robledo,Los disparos se oyeron a las 9:00 p.m. pero las víctimas fueron vistas casi a la medianoche," El alcalde de Medellín, Daniel Quintero Calle, ofreció este miércoles una recompensa de 120 millones de pesos por información que ayude a esclarecer los homicidios de tres hombres en la comuna 7, Robledo. En el marco de la entrega de 100 nuevas motos y 15 vehículos a la Policía de la ciudad para que aumenten su operatividad contra el crimen, el mandatario expuso que en su administración no solo se ofrecen recompensas por homicidios cometidos en El Poblado o Laureles, sino en cualquier sector de la ciudad, con el argumento de que la persona que hoy mata en un barrio mañana puede hacerlo en otro. Los tres hombres, entre los que figuran dos extranjeros, fueron asesinados hacia la medianoche del martes en el occidente de Medellín y dejados a la orilla de una quebrada en la vía al Mar, donde fueron descubiertos por un ciudadano del sector. La Policía informó que aunque los disparos en la zona se oyeron a eso de las 9:00 p.m., solo cerca de la medianoche se vino a conocer lo que había ocurrido. Según la Policía, ya se han hecho unas diez entrevistas y se conformó un equipo especial para investigar el caso. Una primera hipótesis lanzada por las autoridades afirma que sería un posible ajuste de cuentas entre grupos delincuenciales. El Sisc (Sistema de Información para la Seguridad y la Convivencia) identificó a las víctimas como Edison Noel Pereira Pineda, de 21 años; Darwin Alejandro Ochoa Batista, de 20; y Víctor Hugo Echeverri Moreno, de 48.",https://www.elcolombiano.com/antioquia/seguridad/alcaldia-ofrece-120-millones-por-informacion-sobre-asesinatos-en-comuna-7-PH16998214
En Plaza Mayor robaron 15 computadores de la Secretaría de Hacienda de Medellín,"El hecho ocurrió en una oficina ubicada en Plaza Mayor. Según la Policía, el lugar cuenta con personal de vigilancia las 24 horas."," Un funcionario de la Alcaldía de Medellín, particularmente de la secretaría de Hacienda, se encontró en la mañana del viernes con un suceso desconcertante: al llegar a la oficina, ubicada en Plaza Mayor, notó que la puerta principal había sido forzada, y al ingresar comprobó que 15 computadores portátiles fueron robados de las instalaciones que, según la Policía, cuenta con personal de vigilancia las 24 horas. Tras conocer sobre el robo, el alcalde encargado de Medellín, Juan Camilo Restrepo, le pidió a la Policía Metropolitana que investigue la situación para tratar de recuperar los equipos robados que le pertenecen a la administración municipal. Eran aproximadamente las 7:00 de la mañana, cuando tanto el funcionario como desde la administración de Plaza Mayor se contactaron con las autoridades para que hicieran presencia en el sitio e iniciaran la investigación. “Fuimos nosotros mismos los que enteramos a las autoridades respectivas, las cuales hicieron presencia a la mayor brevedad y comenzaron el proceso de investigación y recopilación de pruebas y evidencias”, explicó Plaza Mayor en un comunicado, ante la consulta de EL COLOMBIANO. Aclararon que las entidades de seguridad les pidieron no dar detalles del caso, para no afectar la investigación y porque no son los directos afectados del hecho. “Es un hecho lamentable, que repudiamos, que no debería ocurrir en ningún lugar y que por supuesto afecta a gran cantidad de personas e instituciones”, señaló Plaza Mayor sobre el hecho, que habría ocurrido entre la noche del jueves y la madrugada del viernes. La Policía confirmó la situación, en la que de momento no se han individualizado a personas sospechosas. La oficina asaltada en la Plaza era arrendada por la Secretaría de Hacienda, que hasta el momento no se ha pronunciado sobre lo ocurrido, por lo que tampoco se conoce qué tan clasificada es la información hurtada en los aparatos y si hay forma de recuperarla o no.",https://www.elcolombiano.com/antioquia/seguridad/en-plaza-mayor-robaron-15-computadores-de-la-secretaria-de-hacienda-de-medellin-AC17514712
En La Ceja recuperan dos bicicletas robadas con valor de $36 millones,Los ladrones ingresaron a una vivienda aprovechando que estaba sola para hurtar los dos vehículos," Muy pocos pedalazos lograron dar los delincuentes que robaron dos bicicletas de alta gama en el municipio de La Ceja, ya que gracias a la inteligencia policial los vehículos fueron ubicados y recuperados por agentes de la Sijín. Según el reporte de la Policía Antioquia, los ladrones aprovecharon que una vivienda se encontraba sola e ingresaron a la misma, de donde se llevaron las dos bicicletas de marcas Obrea Orca y BMC. Las labores de inteligencia de unidades adscritas a la Seccional de Investigación Criminal Sijín, con apoyo en las cámaras de seguridad del sector, lograron establecer el paradero de los dos vehículos, donde acudieron los informados para recuperarlos. Las dos bicicletas, avaluadas en $36 millones, les fueron devueltas a sus dueños, un hombre y una mujer, quienes agradecieron la prontitud con la que la autoridad actuó para evitar que los elementos fueran sacados del municipio o comercializados en el mercado negro.  La Policía aprovechó para recomendarles a los ciudadanos utilizar parqueaderos autorizados y no dejar los vehículos en sitios desolados. Oficialmente, el comandante de la Policía Antioquia, coronel Daniel Mazo, no reportó si los autores del ilícito fueron capturados en el operativo.",https://www.elcolombiano.com/antioquia/seguridad/recuperan-dos-bicicletas-de-alta-gama-robadas-en-la-ceja-FA18903655
Que no lo partan: este es el pico y placa para este jueves en Medellín y el Valle de Aburrá,La ciudad amaneció con movilidad fluida en sus principales corredores.," Los vehículos particulares con placas finalizadas en 7 y 1 no podrán circular este jueves por la restricción del pico y placa, la cual también rige para las motos de 2 y 4 tiempos con los mismos números, pero con el primer dígito de la placa. La medida aplica entre las 5:00 de la mañana y las 8:00 de la noche en los 10 municipios del Valle de Aburrá y quienes no la cumplan serán sancionados con una multa de 499.500 pesos, además de la inmovilización de su vehículo. Los taxis también tienen pico y placa en los mismos horarios, pero para los que tienen como último número de su placa el 5, según informaron desde la Secretaría de Movilidad de Medellín. Recuerde que hay vías exentas como la avenida Regional en Medellín y Bello, la autopista Sur en Medellín e Itagüí, la vía las Palmas y su enlace al Sistema Vial del Río por la avenida 33, las vías paralelas a la quebrada La Iguaná que llevan al túnel de Occidente, la autopista Norte desde la estación Niquía hacia el norte metropolitano y la vía a San Félix, en Bello. En cuanto al flujo vehicular, según la Secretaría de Movilidad de Medellín, este no ha presentado mayores inconvenientes y, a este momento, no se han presentado incidentes viales de consideración.",https://www.elcolombiano.com/antioquia/pico-y-placa-medellin-hoy-17-de-noviembre-2022-HO19172467
A prisión dos acusados de extorsionar a finqueros del Norte de Antioquia,Los presuntos victimarios fueron aprehendidos en flagrancia cuando recibían un “pago” en Santa Rosa de Osos.," Dos hombres que presuntamente cobraban una extorsión a un ganadero de la región Norte de Antioquia fueron capturados en flagrancia y enviados a prisión mientras avanza el proceso en su contra. Así lo informó la Fiscalía General de la Nación, cuyos argumentos para acusar a los presuntos responsables del delito fueron acogidos por un juez de control de garantías, que les impuso medida de aseguramiento en centro carcelario. Los sujetos fueron identificados como Wílmar Andrés Gómez Ramírez y Cristian Yohan Palacio Hincapié, presuntamente responsables del delito de tentativa de extorsión agravada. La Fiscalía precisó que “los procesados fueron capturados en flagrancia este 3 de octubre por servidores del CTI adscritos al Gaula Militar y su componente Ejército. La detención se produjo cuando, al parecer, los procesados se disponían a recibir un paquete que simulaba contener $1.600.000, suma exigida como extorsión a un finquero del municipio de Santa Rosa de Osos”. La investigación, que fue adelantada por un fiscal especializado, estableció que los capturados harían parte de un grupo armado que desde finales de 2021 se identificaba como integrante del GAO (Grupo Armado Organizado) Clan del Golfo.  El ente investigador sostuvo que, en tal condición, les vendrían exigiendo a las víctimas sumas de dinero que oscilan entre 10 y 30 millones de pesos. Los ganaderos más afectados pertenecen a los municipios de Santa Rosa de Osos y Yarumal. El no pago los sometía a la amenaza explícita de atentar contra sus vidas y sus patrimonios. “Al parecer, ante la negativa de pago por parte de algunas víctimas, los presuntos delincuentes se habrían apoderado del producido de leche y papa de las fincas de la zona; esto como una manera de hacer efectiva la exigencia económica ilegal”, determinó la Fiscalía. A pesar de las pruebas presentadas por la Fiscalía, ninguno de los procesados aceptó los cargos imputados.",https://www.elcolombiano.com/antioquia/prision-para-dos-presuntos-extorsionistas-del-norte-de-antioquia-NH18799747
Para que no se embolate: el metro está haciendo pilotos de recorridos especiales este miércoles,El objetivo es mejorar el flujo de trenes en hora pico.," Buscando estrategias para solucionar las reiteradas contingencias en el servicio, el Metro de Medellín está haciendo unas pruebas pilotos de algunos recorridos que, eventualmente, puedan ayudar a descongestionar el sistema, particularmente en horas pico. Por ello, entre las 3:15 de la tarde y las 7:15 de la noche de este miércoles algunos trenes realizarán recorridos entre Niquía y El Poblado. Adicional a este recorrido corto el resto de los trenes realizarán el tradicional trayecto entre Niquía y La Estrella. Todos los trenes harán paradas en cada una de las estaciones por las que transiten. Para no ir a embolatarse, cada usuario que esté en la plataforma debe fijarse en el aviso frontal del tren en el que se indica la estación final del recorrido. Si el destino es una estación después de la estación final anunciada en el aviso deberá esperar al siguiente tren. El objetivo de estos recorridos pilotos, según Jaime Andrés Ortiz, gerente social y de servicios del Metro, permite disponer de trenes en las estaciones con mayor afluencia en las horas pico.",https://www.elcolombiano.com/antioquia/metro-de-medellin-hace-pilotos-de-recorridos-para-evitar-congestiones-EN19145357
Revise con tiempo: este es el pico y placa para este viernes en Medellín y el Valle de Aburrá,Incumplir la restricción puede resultar en sanciones económicas.," El pico y placa para este viernes en Medellín y el Valle de Aburrá rige para los dígitos 2 y 0, según informó la Secretaría de Movilidad de la ciudad. La restricción, como es usual, se aplicará a los vehículos particulares con base en el último número de la placa, mientras que el primero será la guía para las motos de dos y cuatro tiempos.  La medida aplica entre las 5:00 de la mañana y las 8:00 de la noche en los diez municipios del Valle de Aburrá y quienes no la cumplan serán sancionados con una multa que llega a los $499.500, además de la inmovilización de su vehículo. El servicio de taxis, que también cuenta con la restricción en los mismos horarios, deberá circular con base en el último número de la placa. Para este viernes, agregó el despacho de Movilidad local, los “amarillitos” con placas terminadas en 1 no podrán circular por los corredores viales de la región. Cabe recordar que hay vías exentas de la medida, caso de la avenida Regional en Medellín y Bello, la autopista Sur en Medellín e Itagüí, la vía las Palmas y su enlace al Sistema Vial del Río por la avenida 33, las vías paralelas a la quebrada La Iguaná que llevan al túnel de Occidente, la autopista Norte desde la estación Niquía hacia el norte metropolitano y la vía a San Félix, en Bello. En cuanto al tráfico en la mañana de este viernes la Secretaría de Movildiad de la ciudad señala que hay tráfico reducido en la autopista Sur, a la altura de Suramericana, en la calzada oriental. Allí se habría varado un vehículo, generando el cese de operaciones viales, además de congestión. Por alto flujo vehicular, la autopista Norte registra ralentización en sentidos norte y sur; igual ocurre en la avenida Paralela, sobre la quebrada Tinajas; la autopista Sur, a la altura de Coltabaco; y el tramo del Carlos E. Restrepo, ubicado sobre este mismo corredor. La avenida Oriental opera con normalidad.",https://www.elcolombiano.com/antioquia/pico-y-placa-medellin-hoy-viernes-18-de-noviembre-2022-AA19196372
Sí hay consenso en el Valle del Aburrá para levantar pico y placa en temporada de Navidad,"Desde hace 15 días, el director del Área Metropolitana viene socializando la medida con los alcaldes."," Aunque a primera hora, desde las administraciones de Bello, Itagüí y Envigado respondieron que estaban estudiando la posibilidad de levantar el pico y placa entre el 23 de diciembre y el 16 enero con motivo de la temporada del final de año, el director del Área Metropolitana Juan David Palacio confirmó que hay acuerdo entre los mandatarios para aplicar la medida. Tras el anuncio que hizo el secretario de Gobierno de Medellín Juan Pablo Ramírez de que se permitirá la circulación de todo el parque automotor sin restricciones durante esos días, EL COLOMBIANO consultó a estas tres administraciones y en todas se dijo que están estudiando la propuesta para que la medida se aplique en toda la región, decisión que aún no han hecho pública desde cada una de esas localidades. “Actualmente se está articulando con el Área Metropolitana para unificar criterios y levantar de manera conjunta la medida en las fechas que se establezcan junto a la entidad”, indicaron desde la Alcaldía de Itagüí. El único municipio que ha oficializado el levantar la restricción para todos los vehículos fue Medellín, que entre estos periodos permitirá libremente la circulación de todo el parque automotor. El secretario de Gobierno de Medellín, Juan Pablo Ramírez, fue quien anunció la medida en la mañana de este martes, argumentando que hay muchas personas que abandonan la ciudad por esas fechas. Actualmente circulan por el Valle de Aburrá, según el Área Metropolitana, 1.781.766 vehículos, de los cuales 666.368 son particulares y 979.878 son motocicletas.",https://www.elcolombiano.com/antioquia/envigado-bello-y-itagui-aun-no-defien-levantar-pico-y-placa-en-diciembre-AP19439081
A frenar el crimen: 100 motos y 15 camionetas más para la Policía de Medellín ,La entrega la hizo la alcaldía y su foco serán la lucha contra el hurto y el homicidio," Con 100 motocicletas de alto cilindraje y 15 camionetas nuevas que le fueron entregadas a la Policía se espera una mayor operatividad y resultados de la institución en su lucha contra el crimen en Medellín.  El foco de la lucha será la prevención, la reacción y la operación inmediata contra delitos de alto impacto como el hurto y el homicidio. La entrega de este nuevo parque automotor a la Policía Metropolitana la hizo este miércoles el alcalde Daniel Quintero. Incluyó 100 motocicletas último modelo XRE 300 Honda y 15 camionetas Chevrolet Colorado y Nissan Frontier, que fortalecerán la eficiencia, la reacción y la movilidad en la ciudad, a través de los planes especiales de patrullaje, escuadrones especializados y presencia territorial. Los vehículos son especiales para operar tanto en áreas urbanas como rurales. Por su capacidad y resistencia, ofrecen ventajas para los uniformados en velocidad de reacción, estabilidad en situaciones de persecución y maniobrabilidad en terrenos escarpados, según se explicó en el acto de entrega. Los vehículos están dotados con las características tecnológicas de los últimos modelos y las adicionadas para efectos del servicio policial, como GPS y balizas. Quintero Calle destacó que en la Policía local hay fortalezas que hoy le permiten registrar una reducción sistemática de los homicidios en un 8.5 %, los cuales han representado los dos años menos violentos de la ciudad desde que se hace medición de este delito. “La Policía Metropolitana es cada vez más fuerte para enfrentar la criminalidad”, dijo el mandatario. A estos elementos les sumó $15.000 millones que serán destinados para el cambio del parque automotor y de radios en búsqueda de tecnología de punta para los uniformados. En la entrega se mencionó el hurto a personas como la modalidad delictiva que, a la fecha, presenta aumentos en varios sectores de la ciudad en donde se han desplegado planes operativos especiales, como en las comunas 14 (El Poblado) y 11 (Laureles), donde ya operan 215 botones de pánico entre los comerciantes, con refuerzo de uniformados coordinados con el Sistema Integrado de Emergencias y Seguridad (SIES-M). En Laureles se instalarán 80 cámaras que se sumarán a 517 que se encuentran operando y que fueron determinantes en el esclarecimiento y captura de los responsables del crimen de un hombre de 93 años en un asalto a su residencia. “Nosotros no compramos los elementos porque sí, todo obedece a un análisis y las necesidades del servicio”, dijo el comandante de la Policía, brigadier general Javier Martín.",https://www.elcolombiano.com/antioquia/seguridad/cien-motos-y-15-camionetas-para-la-policia-del-valle-de-aburra-JH16999264
"Sí hay denuncias por reclutamiento de menores en Medellín, dice la Personería","En 2021 se confirmaron ocho casos, entre estos cinco mujeres y tres hombres, pero hay subregistro"," La Personería de Medellín confirmó este martes 19 de abril que en la ciudad sí se vienen dando reclutamientos de menores de edad por parte de grupos armados y precisó en qué comunas se evidencia más el fenómeno. De acuerdo con la personera auxiliar Olga Lucía Rodríguez, en 2021 se presentaron en su dependencia ocho denuncias por casos de reclutamiento, de los cuales cinco fueron mujeres y los otros tres hombres. Las comunas donde se dieron los casos son la 4 (Aranjuez), 3 (Manrique), Santa Cruz (2) y San Javier (13). “Hay que advertir que de este delito hay un subregistro (casos no reportados), ya que muchas familias, por miedo a represalias, no hacen las denuncias correspondientes”, advirtió. Asimismo, Rodríguez precisó que en los últimos días ha habido advertencias por posible reclutamiento de jóvenes en la comuna 13 por parte de bandas delincuenciales financiadas por grupos armados organizados como el ‘Clan del Golfo’ y las ‘Disidencias’ de las Farc. La declaración de la Personería se da en momentos en los que han circulado denuncias reportadas por varios medios según las cuales en el barrio Moravia fue reclutado un joven en dos ocasiones: primero por los ‘Caparros’ y luego por parte del Clan del Golfo, pero el hecho no ha sido confirmado por la Policía, que sí admite que jóvenes sicarios del área metropolitana estarían siendo llevados para otros municipios por parte de las organizaciones criminales. Vale decir que Moravia está ubicado en la comuna 4, una de las afectadas por el problema, según el testimonio de la Personería.",https://www.elcolombiano.com/antioquia/seguridad/personeria-confirma-denuncias-por-reclutamiento-de-ocho-menores-en-medellin-DD17270102
¿Ya revisó? Este es el pico y placa para este viernes en Medellín y el Valle de Aburrá,Para los taxis el pico y placa le corresponde al número 2.," El pico y placa para viernes 21 de octubre en Medellín y los demás municipios del Valle de Aburrá rige para los dígitos 2 y 0. La restricción, en el caso de los vehículos particulares, aplicará con base en el último número de la placa; para las motos de dos y cuatro tiempos, con base en el primero. Las vías exentas para circular son la Regional (Medellín y Bello), la autopista Sur (Medellín e Itagüí), la vía Las Palmas y su conexión con el Sistema Vial del Río por la avenida 33, los corredores paralelos a la quebrada La Iguaná (como ruta de acceso al túnel de Occidente), la autopista Norte (desde la glorieta de Niquía hacia el norte) y la vía a San Pedro (por el corregimiento San Félix) son corredores habilitados para transitar. En el caso del servicio de taxis, el pico y placa será para las placas que terminen en 2, según la Secretaría de Movilidad de Medellín. Ahora bien, ¿de cuánto es la sanción si se salta el pico y placa? Incumplir con la restricción podría acarrear el pago de un monto equivalente a los $499.500, además de la inmovilización del vehículo o moto, dependiendo de la particularidad de cada caso. En cuanto a la movilidad en la mañana de este viernes, a pesar de las lluvias varios corredores principales presentan movilidad fluida como la avenida San Juan a la altura de Barrio Triste y la avenida Las Palmas a la altura de Punta Piedra. En contraste, la Autopista Sur a la altura de Suramericana presenta movilidad reducida por alto flujo vehicular.",https://www.elcolombiano.com/antioquia/pico-y-placa-medellin-hoy-viernes-21-de-octubre-BB18916654
